,,,,,,,,,  TF,IDF,TF-IDF
1,2016-04-06 20:57,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e3,1,8,61,0.015151515,0.882239848,0.01336727
1,2016-04-06 20:57,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e18,4,34,61,0.060606061,0.253850918,0.015384904
1,2016-04-06 20:57,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e32,3,26,61,0.045454545,0.370356487,0.016834386
1,2016-04-06 20:57,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e34,2,45,61,0.03030303,0.132117321,0.004003555
1,2016-04-06 20:57,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e55,10,37,61,0.151515152,0.217128111,0.032898199
1,2016-04-06 20:57,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e62,4,11,61,0.060606061,0.74393715,0.0450871
1,2016-04-06 20:57,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e69,2,52,61,0.03030303,0.069326491,0.002100803
1,2016-04-06 20:57,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e84,5,35,61,0.075757576,0.241261791,0.018277408
1,2016-04-06 20:57,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e89,3,36,61,0.045454545,0.229027334,0.010410333
1,2016-04-06 20:57,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e90,1,39,61,0.015151515,0.194265228,0.002943413
1,2016-04-06 20:57,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),66,e122,31,47,61,0.46969697,0.113231977,0.053184717
2,2016-04-06 21:05,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e3,6,8,61,0.109090909,0.882239848,0.096244347
2,2016-04-06 21:05,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e18,4,34,61,0.072727273,0.253850918,0.018461885
2,2016-04-06 21:05,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e32,1,26,61,0.018181818,0.370356487,0.006733754
2,2016-04-06 21:05,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e34,1,45,61,0.018181818,0.132117321,0.002402133
2,2016-04-06 21:05,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e55,4,37,61,0.072727273,0.217128111,0.015791135
2,2016-04-06 21:05,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e62,3,11,61,0.054545455,0.74393715,0.04057839
2,2016-04-06 21:05,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e84,6,35,61,0.109090909,0.241261791,0.026319468
2,2016-04-06 21:05,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e89,3,36,61,0.054545455,0.229027334,0.0124924
2,2016-04-06 21:05,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),55,e122,27,47,61,0.490909091,0.113231977,0.055586607
3,2016-04-06 21:12,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e3,7,8,61,0.101449275,0.882239848,0.089502593
3,2016-04-06 21:12,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e18,5,34,61,0.072463768,0.253850918,0.018394994
3,2016-04-06 21:12,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e32,1,26,61,0.014492754,0.370356487,0.005367485
3,2016-04-06 21:12,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e34,1,45,61,0.014492754,0.132117321,0.001914744
3,2016-04-06 21:12,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e55,9,37,61,0.130434783,0.217128111,0.028321058
3,2016-04-06 21:12,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e62,4,11,61,0.057971014,0.74393715,0.043126791
3,2016-04-06 21:12,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e84,1,35,61,0.014492754,0.241261791,0.003496548
3,2016-04-06 21:12,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e89,8,36,61,0.115942029,0.229027334,0.026553894
3,2016-04-06 21:12,10,ISMM-1 SNIPER and sleep( (Blind SQL Sleep() Query Injection Vul-3),69,e122,33,47,61,0.47826087,0.113231977,0.054154424
4,2016-04-07 3:24,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,1,e60,1,2,61,1,1.484299839,1.484299839
5,2016-04-09 11:00,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,1,e89,1,36,61,1,0.229027334,0.229027334
6,2016-04-14 22:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,25,e34,2,45,61,0.08,0.132117321,0.010569386
6,2016-04-14 22:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,25,e55,1,37,61,0.04,0.217128111,0.008685124
6,2016-04-14 22:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,25,e62,2,11,61,0.08,0.74393715,0.059514972
6,2016-04-14 22:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,25,e69,1,52,61,0.04,0.069326491,0.00277306
6,2016-04-14 22:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,25,e84,1,35,61,0.04,0.241261791,0.009650472
6,2016-04-14 22:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,25,e89,2,36,61,0.08,0.229027334,0.018322187
6,2016-04-14 22:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,25,e90,9,39,61,0.36,0.194265228,0.069935482
6,2016-04-14 22:21,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,25,e122,7,47,61,0.28,0.113231977,0.031704954
7,2016-04-16 7:29,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e18,5,34,61,0.106382979,0.253850918,0.027005417
7,2016-04-16 7:29,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e55,3,37,61,0.063829787,0.217128111,0.013859241
7,2016-04-16 7:29,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e62,3,11,61,0.063829787,0.74393715,0.04748535
7,2016-04-16 7:29,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e69,13,52,61,0.276595745,0.069326491,0.019175413
7,2016-04-16 7:29,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e84,1,35,61,0.021276596,0.241261791,0.00513323
7,2016-04-16 7:29,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e89,3,36,61,0.063829787,0.229027334,0.014618766
7,2016-04-16 7:29,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e90,1,39,61,0.021276596,0.194265228,0.004133303
7,2016-04-16 7:29,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e111,8,5,61,0.170212766,1.086359831,0.184912312
7,2016-04-16 7:29,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,47,e122,10,47,61,0.212765957,0.113231977,0.02409191
8,2016-04-16 8:00,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,61,e18,2,34,61,0.032786885,0.253850918,0.008322981
8,2016-04-16 8:00,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,61,e34,1,45,61,0.016393443,0.132117321,0.002165858
8,2016-04-16 8:00,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,61,e55,4,37,61,0.06557377,0.217128111,0.014237909
8,2016-04-16 8:00,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,61,e62,4,11,61,0.06557377,0.74393715,0.048782764
8,2016-04-16 8:00,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,61,e69,7,52,61,0.114754098,0.069326491,0.007955499
8,2016-04-16 8:00,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,61,e74,1,24,61,0.016393443,0.405118593,0.006641288
8,2016-04-16 8:00,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,61,e84,3,35,61,0.049180328,0.241261791,0.011865334
8,2016-04-16 8:00,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,61,e89,3,36,61,0.049180328,0.229027334,0.011263639
8,2016-04-16 8:00,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,61,e90,4,39,61,0.06557377,0.194265228,0.012738703
8,2016-04-16 8:00,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,61,e111,7,5,61,0.114754098,1.086359831,0.124664243
8,2016-04-16 8:00,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,61,e122,25,47,61,0.409836066,0.113231977,0.046406548
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e18,12,34,61,0.193548387,0.253850918,0.049132436
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e32,1,26,61,0.016129032,0.370356487,0.005973492
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e34,2,45,61,0.032258065,0.132117321,0.004261849
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e54,1,3,61,0.016129032,1.30820858,0.021100138
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e55,4,37,61,0.064516129,0.217128111,0.014008265
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e60,1,2,61,0.016129032,1.484299839,0.02394032
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e62,4,11,61,0.064516129,0.74393715,0.047995945
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e69,14,52,61,0.225806452,0.069326491,0.015654369
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e84,5,35,61,0.080645161,0.241261791,0.019456596
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e89,5,36,61,0.080645161,0.229027334,0.018469946
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e92,1,17,61,0.016129032,0.554880914,0.008949692
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e120,2,5,61,0.032258065,1.086359831,0.035043866
9,2016-04-16 10:36,10,ISMM-1 SNIPER javascript: Cross_Site_Scripting,62,e122,10,47,61,0.161290323,0.113231977,0.018263222
10,2016-04-20 18:39,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,167,e18,15,34,61,0.089820359,0.253850918,0.022800981
10,2016-04-20 18:39,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,167,e32,4,26,61,0.023952096,0.370356487,0.008870814
10,2016-04-20 18:39,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,167,e34,7,45,61,0.041916168,0.132117321,0.005537852
10,2016-04-20 18:39,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,167,e55,12,37,61,0.071856287,0.217128111,0.01560202
10,2016-04-20 18:39,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,167,e56,1,5,61,0.005988024,1.086359831,0.006505149
10,2016-04-20 18:39,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,167,e62,4,11,61,0.023952096,0.74393715,0.017818854
10,2016-04-20 18:39,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,167,e69,6,52,61,0.035928144,0.069326491,0.002490772
10,2016-04-20 18:39,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,167,e74,1,24,61,0.005988024,0.405118593,0.00242586
10,2016-04-20 18:39,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,167,e89,22,36,61,0.131736527,0.229027334,0.030171266
10,2016-04-20 18:39,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,167,e90,2,39,61,0.011976048,0.194265228,0.00232653
10,2016-04-20 18:39,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,167,e112,1,2,61,0.005988024,1.484299839,0.008888023
10,2016-04-20 18:39,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,167,e122,92,47,61,0.550898204,0.113231977,0.062379293
11,2016-04-26 1:55,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,21,e34,1,45,61,0.047619048,0.132117321,0.006291301
11,2016-04-26 1:55,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,21,e62,3,11,61,0.142857143,0.74393715,0.106276736
11,2016-04-26 1:55,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,21,e69,6,52,61,0.285714286,0.069326491,0.019807569
11,2016-04-26 1:55,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,21,e90,7,39,61,0.333333333,0.194265228,0.064755076
11,2016-04-26 1:55,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,21,e103,2,1,61,0.095238095,1.785329835,0.170031413
11,2016-04-26 1:55,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,21,e122,2,47,61,0.095238095,0.113231977,0.010783998
12,2016-04-26 4:18,10,ISMM-1 SNIPER Directory Traversal Attack(/../../../) Directory_Traversal,18,e34,1,45,61,0.055555556,0.132117321,0.007339851
12,2016-04-26 4:18,10,ISMM-1 SNIPER Directory Traversal Attack(/../../../) Directory_Traversal,18,e56,1,5,61,0.055555556,1.086359831,0.060353324
12,2016-04-26 4:18,10,ISMM-1 SNIPER Directory Traversal Attack(/../../../) Directory_Traversal,18,e62,3,11,61,0.166666667,0.74393715,0.123989525
12,2016-04-26 4:18,10,ISMM-1 SNIPER Directory Traversal Attack(/../../../) Directory_Traversal,18,e64,7,3,61,0.388888889,1.30820858,0.508747781
12,2016-04-26 4:18,10,ISMM-1 SNIPER Directory Traversal Attack(/../../../) Directory_Traversal,18,e69,4,52,61,0.222222222,0.069326491,0.015405887
12,2016-04-26 4:18,10,ISMM-1 SNIPER Directory Traversal Attack(/../../../) Directory_Traversal,18,e94,1,1,61,0.055555556,1.785329835,0.099184991
12,2016-04-26 4:18,10,ISMM-1 SNIPER Directory Traversal Attack(/../../../) Directory_Traversal,18,e122,1,47,61,0.055555556,0.113231977,0.006290665
13,2016-04-26 4:47,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,30,e18,1,34,61,0.033333333,0.253850918,0.008461697
13,2016-04-26 4:47,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,30,e34,3,45,61,0.1,0.132117321,0.013211732
13,2016-04-26 4:47,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,30,e45,1,2,61,0.033333333,1.484299839,0.049476661
13,2016-04-26 4:47,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,30,e55,1,37,61,0.033333333,0.217128111,0.007237604
13,2016-04-26 4:47,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,30,e62,3,11,61,0.1,0.74393715,0.074393715
13,2016-04-26 4:47,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,30,e64,9,3,61,0.3,1.30820858,0.392462574
13,2016-04-26 4:47,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,30,e69,10,52,61,0.333333333,0.069326491,0.02310883
13,2016-04-26 4:47,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,30,e122,2,47,61,0.066666667,0.113231977,0.007548798
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e2,3,8,61,0.018867925,0.882239848,0.016646035
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e18,16,34,61,0.100628931,0.253850918,0.025544746
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e28,1,8,61,0.006289308,0.882239848,0.005548678
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e30,5,14,61,0.031446541,0.639201799,0.020100686
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e32,1,26,61,0.006289308,0.370356487,0.002329286
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e34,2,45,61,0.012578616,0.132117321,0.001661853
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e55,20,37,61,0.125786164,0.217128111,0.027311712
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e65,1,12,61,0.006289308,0.706148589,0.004441186
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e69,6,52,61,0.037735849,0.069326491,0.002616094
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e84,1,35,61,0.006289308,0.241261791,0.00151737
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e89,16,36,61,0.100628931,0.229027334,0.023046776
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e90,9,39,61,0.056603774,0.194265228,0.010996145
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e92,1,17,61,0.006289308,0.554880914,0.003489817
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e93,1,6,61,0.006289308,1.007178585,0.006334457
14,2016-04-27 12:34,10,ISMM-1 SNIPER SQL Query Injection Vulnerability(;DECLARE%20@) Sql_Injection,159,e122,76,47,61,0.477987421,0.113231977,0.054123461
15,2016-04-28 9:42,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e18,12,34,61,0.115384615,0.253850918,0.029290491
15,2016-04-28 9:42,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e26,6,9,61,0.057692308,0.831087326,0.047947346
15,2016-04-28 9:42,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e32,1,26,61,0.009615385,0.370356487,0.00356112
15,2016-04-28 9:42,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e34,1,45,61,0.009615385,0.132117321,0.001270359
15,2016-04-28 9:42,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e55,6,37,61,0.057692308,0.217128111,0.012526622
15,2016-04-28 9:42,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e64,10,3,61,0.096153846,1.30820858,0.125789287
15,2016-04-28 9:42,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e65,4,12,61,0.038461538,0.706148589,0.027159561
15,2016-04-28 9:42,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e69,10,52,61,0.096153846,0.069326491,0.006666009
15,2016-04-28 9:42,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e74,3,24,61,0.028846154,0.405118593,0.011686113
15,2016-04-28 9:42,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e84,1,35,61,0.009615385,0.241261791,0.002319825
15,2016-04-28 9:42,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e105,1,5,61,0.009615385,1.086359831,0.010445768
15,2016-04-28 9:42,10,ISMM-1 SNIPER SQL Query Injection Vulnerability APP_VULNERABILITY,104,e122,49,47,61,0.471153846,0.113231977,0.053349682
16,2016-04-30 9:21,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e18,5,34,61,0.070422535,0.253850918,0.017876825
16,2016-04-30 9:21,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e19,1,1,61,0.014084507,1.785329835,0.025145491
16,2016-04-30 9:21,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e32,1,26,61,0.014084507,0.370356487,0.005216289
16,2016-04-30 9:21,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e34,4,45,61,0.056338028,0.132117321,0.007443229
16,2016-04-30 9:21,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e55,3,37,61,0.042253521,0.217128111,0.009174427
16,2016-04-30 9:21,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e69,5,52,61,0.070422535,0.069326491,0.004882147
16,2016-04-30 9:21,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e74,2,24,61,0.028169014,0.405118593,0.011411791
16,2016-04-30 9:21,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e75,6,6,61,0.084507042,1.007178585,0.085113683
16,2016-04-30 9:21,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e84,5,35,61,0.070422535,0.241261791,0.016990267
16,2016-04-30 9:21,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e89,2,36,61,0.028169014,0.229027334,0.006451474
16,2016-04-30 9:21,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e111,10,5,61,0.14084507,1.086359831,0.153008427
16,2016-04-30 9:21,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,71,e122,27,47,61,0.38028169,0.113231977,0.043060048
17,2016-05-02 9:22,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e18,9,34,61,0.104651163,0.253850918,0.026565794
17,2016-05-02 9:22,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e26,4,9,61,0.046511628,0.831087326,0.038655224
17,2016-05-02 9:22,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e34,5,45,61,0.058139535,0.132117321,0.00768124
17,2016-05-02 9:22,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e55,2,37,61,0.023255814,0.217128111,0.005049491
17,2016-05-02 9:22,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e65,12,12,61,0.139534884,0.706148589,0.098532361
17,2016-05-02 9:22,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e69,9,52,61,0.104651163,0.069326491,0.007255098
17,2016-05-02 9:22,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e74,9,24,61,0.104651163,0.405118593,0.042396132
17,2016-05-02 9:22,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e76,1,1,61,0.011627907,1.785329835,0.020759649
17,2016-05-02 9:22,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e81,1,3,61,0.011627907,1.30820858,0.015211728
17,2016-05-02 9:22,10,ISMM-1 SNIPER Joomla HTTP Header Remote Code Execution,86,e105,1,5,61,0.011627907,1.086359831,0.012632091
